date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
02:16:50	117436/117436	---MCZ	200	added ('OK')	text/html	date:Tue,%2028%20Nov%202023%2009:31:57%20GMT	https://html.kodesolution.com/2015/charityfund-html/demo/index-mp-layout4.html	C:/Users/MR%20P/Downloads/char/html.kodesolution.com/2015/charityfund-html/demo/index-mp-layout4.html	(from )
02:16:51	718/718	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2026%20Jun%202024%2001:16:52%20GMT	https://html.kodesolution.com/robots.txt		(from )
02:16:52	616/616	---M--	200	added ('OK')	image/png	date:Tue,%2028%20Nov%202023%2009:31:57%20GMT	https://html.kodesolution.com/2015/charityfund-html/demo/images/favicon.png	C:/Users/MR%20P/Downloads/char/html.kodesolution.com/2015/charityfund-html/demo/images/favicon.png	(from https://html.kodesolution.com/2015/charityfund-html/demo/index-mp-layout4.html)
02:16:52	616/616	---M--	200	added ('OK')	image/png	date:Tue,%2028%20Nov%202023%2009:31:57%20GMT	https://html.kodesolution.com/2015/charityfund-html/demo/images/apple-touch-icon.png	C:/Users/MR%20P/Downloads/char/html.kodesolution.com/2015/charityfund-html/demo/images/apple-touch-icon.png	(from https://html.kodesolution.com/2015/charityfund-html/demo/index-mp-layout4.html)
02:16:52	1298/1298	---M--	200	added ('OK')	image/png	date:Tue,%2028%20Nov%202023%2009:31:57%20GMT	https://html.kodesolution.com/2015/charityfund-html/demo/images/apple-touch-icon-72x72.png	C:/Users/MR%20P/Downloads/char/html.kodesolution.com/2015/charityfund-html/demo/images/apple-touch-icon-72x72.png	(from https://html.kodesolution.com/2015/charityfund-html/demo/index-mp-layout4.html)
02:16:52	2356/2356	---M--	200	added ('OK')	image/png	date:Tue,%2028%20Nov%202023%2009:31:57%20GMT	https://html.kodesolution.com/2015/charityfund-html/demo/images/apple-touch-icon-114x114.png	C:/Users/MR%20P/Downloads/char/html.kodesolution.com/2015/charityfund-html/demo/images/apple-touch-icon-114x114.png	(from https://html.kodesolution.com/2015/charityfund-html/demo/index-mp-layout4.html)
02:16:52	2789/2789	---M--	200	added ('OK')	image/png	date:Tue,%2028%20Nov%202023%2009:31:57%20GMT	https://html.kodesolution.com/2015/charityfund-html/demo/images/apple-touch-icon-144x144.png	C:/Users/MR%20P/Downloads/char/html.kodesolution.com/2015/charityfund-html/demo/images/apple-touch-icon-144x144.png	(from https://html.kodesolution.com/2015/charityfund-html/demo/index-mp-layout4.html)
02:16:53	121260/121260	---MCZ	200	added ('OK')	text/css	date:Tue,%2028%20Nov%202023%2009:31:57%20GMT	https://html.kodesolution.com/2015/charityfund-html/demo/css/bootstrap.min.css	C:/Users/MR%20P/Downloads/char/html.kodesolution.com/2015/charityfund-html/demo/css/bootstrap.min.css	(from https://html.kodesolution.com/2015/charityfund-html/demo/index-mp-layout4.html)
02:16:53	29273/29273	---MCZ	200	added ('OK')	text/css	date:Tue,%2028%20Nov%202023%2009:31:57%20GMT	https://html.kodesolution.com/2015/charityfund-html/demo/css/jquery-ui.min.css	C:/Users/MR%20P/Downloads/char/html.kodesolution.com/2015/charityfund-html/demo/css/jquery-ui.min.css	(from https://html.kodesolution.com/2015/charityfund-html/demo/index-mp-layout4.html)
02:16:53	65290/65290	---MCZ	200	added ('OK')	text/css	date:Tue,%2028%20Nov%202023%2009:31:57%20GMT	https://html.kodesolution.com/2015/charityfund-html/demo/css/animate.css	C:/Users/MR%20P/Downloads/char/html.kodesolution.com/2015/charityfund-html/demo/css/animate.css	(from https://html.kodesolution.com/2015/charityfund-html/demo/index-mp-layout4.html)
02:16:53	230649/230649	---MCZ	200	added ('OK')	text/css	date:Tue,%2028%20Nov%202023%2009:31:57%20GMT	https://html.kodesolution.com/2015/charityfund-html/demo/css/css-plugin-collections.css	C:/Users/MR%20P/Downloads/char/html.kodesolution.com/2015/charityfund-html/demo/css/css-plugin-collections.css	(from https://html.kodesolution.com/2015/charityfund-html/demo/index-mp-layout4.html)
02:16:54	1716/1716	---MCZ	200	added ('OK')	text/css	date:Tue,%2028%20Nov%202023%2009:31:57%20GMT	https://html.kodesolution.com/2015/charityfund-html/demo/css/menuzord-skins/menuzord-boxed.css	C:/Users/MR%20P/Downloads/char/html.kodesolution.com/2015/charityfund-html/demo/css/menuzord-skins/menuzord-boxed.css	(from https://html.kodesolution.com/2015/charityfund-html/demo/index-mp-layout4.html)
02:16:54	115558/115558	---MCZ	200	added ('OK')	text/css	date:Tue,%2028%20Nov%202023%2009:31:57%20GMT	https://html.kodesolution.com/2015/charityfund-html/demo/css/style-main.css	C:/Users/MR%20P/Downloads/char/html.kodesolution.com/2015/charityfund-html/demo/css/style-main.css	(from https://html.kodesolution.com/2015/charityfund-html/demo/index-mp-layout4.html)
02:16:54	47634/47634	---MCZ	200	added ('OK')	text/css	date:Tue,%2028%20Nov%202023%2009:31:57%20GMT	https://html.kodesolution.com/2015/charityfund-html/demo/css/preloader.css	C:/Users/MR%20P/Downloads/char/html.kodesolution.com/2015/charityfund-html/demo/css/preloader.css	(from https://html.kodesolution.com/2015/charityfund-html/demo/index-mp-layout4.html)
02:16:54	51273/51273	---MCZ	200	added ('OK')	text/css	date:Tue,%2028%20Nov%202023%2009:31:57%20GMT	https://html.kodesolution.com/2015/charityfund-html/demo/css/custom-bootstrap-margin-padding.css	C:/Users/MR%20P/Downloads/char/html.kodesolution.com/2015/charityfund-html/demo/css/custom-bootstrap-margin-padding.css	(from https://html.kodesolution.com/2015/charityfund-html/demo/index-mp-layout4.html)
02:16:55	2688/2688	---MCZ	200	added ('OK')	text/css	date:Tue,%2028%20Nov%202023%2009:31:57%20GMT	https://html.kodesolution.com/2015/charityfund-html/demo/css/responsive.css	C:/Users/MR%20P/Downloads/char/html.kodesolution.com/2015/charityfund-html/demo/css/responsive.css	(from https://html.kodesolution.com/2015/charityfund-html/demo/index-mp-layout4.html)
02:16:55	22045/22045	---MCZ	200	added ('OK')	text/css	date:Tue,%2028%20Nov%202023%2009:31:57%20GMT	https://html.kodesolution.com/2015/charityfund-html/demo/css/colors/theme-skin-yellow.css	C:/Users/MR%20P/Downloads/char/html.kodesolution.com/2015/charityfund-html/demo/css/colors/theme-skin-yellow.css	(from https://html.kodesolution.com/2015/charityfund-html/demo/index-mp-layout4.html)
02:16:55	85589/85589	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2028%20Nov%202023%2009:31:57%20GMT	https://html.kodesolution.com/2015/charityfund-html/demo/js/jquery-2.2.0.min.js	C:/Users/MR%20P/Downloads/char/html.kodesolution.com/2015/charityfund-html/demo/js/jquery-2.2.0.min.js	(from https://html.kodesolution.com/2015/charityfund-html/demo/index-mp-layout4.html)
02:16:55	240422/240422	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2028%20Nov%202023%2009:31:57%20GMT	https://html.kodesolution.com/2015/charityfund-html/demo/js/jquery-ui.min.js	C:/Users/MR%20P/Downloads/char/html.kodesolution.com/2015/charityfund-html/demo/js/jquery-ui.min.js	(from https://html.kodesolution.com/2015/charityfund-html/demo/index-mp-layout4.html)
02:16:55	36868/36868	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2028%20Nov%202023%2009:31:57%20GMT	https://html.kodesolution.com/2015/charityfund-html/demo/js/bootstrap.min.js	C:/Users/MR%20P/Downloads/char/html.kodesolution.com/2015/charityfund-html/demo/js/bootstrap.min.js	(from https://html.kodesolution.com/2015/charityfund-html/demo/index-mp-layout4.html)
02:16:58	693394/693394	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2028%20Nov%202023%2009:31:57%20GMT	https://html.kodesolution.com/2015/charityfund-html/demo/js/jquery-plugin-collection.js	C:/Users/MR%20P/Downloads/char/html.kodesolution.com/2015/charityfund-html/demo/js/jquery-plugin-collection.js	(from https://html.kodesolution.com/2015/charityfund-html/demo/index-mp-layout4.html)
02:16:59	38536/38536	---MCZ	200	added ('OK')	application/javascript	etag:W/%22667a9043-9688%22	https://ajax.cloudflare.com/cdn-cgi/scripts/04b3eb47/cloudflare-static/mirage2.min.js	C:/Users/MR%20P/Downloads/char/ajax.cloudflare.com/cdn-cgi/scripts/04b3eb47/cloudflare-static/mirage2.min.js	(from https://html.kodesolution.com/2015/charityfund-html/demo/index-mp-layout4.html)
02:16:59	3368/3368	---M--	200	added ('OK')	image/png	date:Tue,%2028%20Nov%202023%2009:31:57%20GMT	https://html.kodesolution.com/2015/charityfund-html/demo/images/logo-wide.png	C:/Users/MR%20P/Downloads/char/html.kodesolution.com/2015/charityfund-html/demo/images/logo-wide.png	(from https://html.kodesolution.com/2015/charityfund-html/demo/index-mp-layout4.html)
02:17:00	129129/129129	---MCZ	200	added ('OK')	text/html	date:Tue,%2028%20Nov%202023%2009:31:57%20GMT	https://html.kodesolution.com/2015/charityfund-html/demo/index-mp-layout1.html	C:/Users/MR%20P/Downloads/char/html.kodesolution.com/2015/charityfund-html/demo/index-mp-layout1.html	(from https://html.kodesolution.com/2015/charityfund-html/demo/index-mp-layout4.html)
02:17:01	134420/134420	---MCZ	200	added ('OK')	text/html	date:Tue,%2028%20Nov%202023%2009:31:57%20GMT	https://html.kodesolution.com/2015/charityfund-html/demo/index-mp-layout2.html	C:/Users/MR%20P/Downloads/char/html.kodesolution.com/2015/charityfund-html/demo/index-mp-layout2.html	(from https://html.kodesolution.com/2015/charityfund-html/demo/index-mp-layout4.html)
02:17:02	109646/109646	---MCZ	200	added ('OK')	text/html	date:Tue,%2028%20Nov%202023%2009:31:57%20GMT	https://html.kodesolution.com/2015/charityfund-html/demo/index-mp-layout3.html	C:/Users/MR%20P/Downloads/char/html.kodesolution.com/2015/charityfund-html/demo/index-mp-layout3.html	(from https://html.kodesolution.com/2015/charityfund-html/demo/index-mp-layout4.html)
02:17:02	109342/109342	---MCZ	200	added ('OK')	text/html	date:Tue,%2028%20Nov%202023%2009:31:57%20GMT	https://html.kodesolution.com/2015/charityfund-html/demo/index-mp-layout5.html	C:/Users/MR%20P/Downloads/char/html.kodesolution.com/2015/charityfund-html/demo/index-mp-layout5.html	(from https://html.kodesolution.com/2015/charityfund-html/demo/index-mp-layout4.html)
02:17:03	115930/115930	---MCZ	200	added ('OK')	text/html	date:Tue,%2028%20Nov%202023%2009:31:57%20GMT	https://html.kodesolution.com/2015/charityfund-html/demo/index-mp-layout6.html	C:/Users/MR%20P/Downloads/char/html.kodesolution.com/2015/charityfund-html/demo/index-mp-layout6.html	(from https://html.kodesolution.com/2015/charityfund-html/demo/index-mp-layout4.html)
02:17:04	93740/93740	---MCZ	200	added ('OK')	text/html	date:Tue,%2028%20Nov%202023%2009:31:57%20GMT	https://html.kodesolution.com/2015/charityfund-html/demo/index-mp-layout7.html	C:/Users/MR%20P/Downloads/char/html.kodesolution.com/2015/charityfund-html/demo/index-mp-layout7.html	(from https://html.kodesolution.com/2015/charityfund-html/demo/index-mp-layout4.html)
02:17:04	121826/121826	---MCZ	200	added ('OK')	text/html	date:Tue,%2028%20Nov%202023%2009:31:57%20GMT	https://html.kodesolution.com/2015/charityfund-html/demo/index-mp-layout8.html	C:/Users/MR%20P/Downloads/char/html.kodesolution.com/2015/charityfund-html/demo/index-mp-layout8.html	(from https://html.kodesolution.com/2015/charityfund-html/demo/index-mp-layout4.html)
02:17:05	77182/77182	---MCZ	200	added ('OK')	text/html	date:Tue,%2028%20Nov%202023%2009:31:57%20GMT	https://html.kodesolution.com/2015/charityfund-html/demo/index-sp-layout1.html	C:/Users/MR%20P/Downloads/char/html.kodesolution.com/2015/charityfund-html/demo/index-sp-layout1.html	(from https://html.kodesolution.com/2015/charityfund-html/demo/index-mp-layout4.html)
02:17:06	84828/84828	---MCZ	200	added ('OK')	text/html	date:Tue,%2028%20Nov%202023%2009:31:57%20GMT	https://html.kodesolution.com/2015/charityfund-html/demo/index-sp-layout2.html	C:/Users/MR%20P/Downloads/char/html.kodesolution.com/2015/charityfund-html/demo/index-sp-layout2.html	(from https://html.kodesolution.com/2015/charityfund-html/demo/index-mp-layout4.html)
02:17:07	61047/61047	---MCZ	200	added ('OK')	text/html	date:Tue,%2028%20Nov%202023%2009:31:57%20GMT	https://html.kodesolution.com/2015/charityfund-html/demo/index-sp-layout3.html	C:/Users/MR%20P/Downloads/char/html.kodesolution.com/2015/charityfund-html/demo/index-sp-layout3.html	(from https://html.kodesolution.com/2015/charityfund-html/demo/index-mp-layout4.html)
02:17:07	67878/67878	---MCZ	200	added ('OK')	text/html	date:Tue,%2028%20Nov%202023%2009:31:57%20GMT	https://html.kodesolution.com/2015/charityfund-html/demo/index-sp-layout4.html	C:/Users/MR%20P/Downloads/char/html.kodesolution.com/2015/charityfund-html/demo/index-sp-layout4.html	(from https://html.kodesolution.com/2015/charityfund-html/demo/index-mp-layout4.html)
02:17:08	59222/59222	---MCZ	200	added ('OK')	text/html	date:Tue,%2028%20Nov%202023%2009:31:57%20GMT	https://html.kodesolution.com/2015/charityfund-html/demo/index-sp-layout5.html	C:/Users/MR%20P/Downloads/char/html.kodesolution.com/2015/charityfund-html/demo/index-sp-layout5.html	(from https://html.kodesolution.com/2015/charityfund-html/demo/index-mp-layout4.html)
02:17:08	67434/67434	---MCZ	200	added ('OK')	text/html	date:Tue,%2028%20Nov%202023%2009:31:57%20GMT	https://html.kodesolution.com/2015/charityfund-html/demo/index-sp-layout6.html	C:/Users/MR%20P/Downloads/char/html.kodesolution.com/2015/charityfund-html/demo/index-sp-layout6.html	(from https://html.kodesolution.com/2015/charityfund-html/demo/index-mp-layout4.html)
02:17:09	46715/46715	---MCZ	200	added ('OK')	text/html	date:Tue,%2028%20Nov%202023%2009:31:57%20GMT	https://html.kodesolution.com/2015/charityfund-html/demo/index-sp-layout7.html	C:/Users/MR%20P/Downloads/char/html.kodesolution.com/2015/charityfund-html/demo/index-sp-layout7.html	(from https://html.kodesolution.com/2015/charityfund-html/demo/index-mp-layout4.html)
02:17:10	72321/72321	---MCZ	200	added ('OK')	text/html	date:Tue,%2028%20Nov%202023%2009:31:57%20GMT	https://html.kodesolution.com/2015/charityfund-html/demo/index-sp-layout8.html	C:/Users/MR%20P/Downloads/char/html.kodesolution.com/2015/charityfund-html/demo/index-sp-layout8.html	(from https://html.kodesolution.com/2015/charityfund-html/demo/index-mp-layout4.html)
02:17:11	123504/123504	---MCZ	200	added ('OK')	text/html	date:Tue,%2028%20Nov%202023%2009:31:57%20GMT	https://html.kodesolution.com/2015/charityfund-html/demo/index-boxed-mp-layout1.html	C:/Users/MR%20P/Downloads/char/html.kodesolution.com/2015/charityfund-html/demo/index-boxed-mp-layout1.html	(from https://html.kodesolution.com/2015/charityfund-html/demo/index-mp-layout4.html)
02:17:11	129471/129471	---MCZ	200	added ('OK')	text/html	date:Tue,%2028%20Nov%202023%2009:31:57%20GMT	https://html.kodesolution.com/2015/charityfund-html/demo/index-boxed-mp-layout2.html	C:/Users/MR%20P/Downloads/char/html.kodesolution.com/2015/charityfund-html/demo/index-boxed-mp-layout2.html	(from https://html.kodesolution.com/2015/charityfund-html/demo/index-mp-layout4.html)
02:17:12	105135/105135	---MCZ	200	added ('OK')	text/html	date:Tue,%2028%20Nov%202023%2009:31:57%20GMT	https://html.kodesolution.com/2015/charityfund-html/demo/index-boxed-mp-layout3.html	C:/Users/MR%20P/Downloads/char/html.kodesolution.com/2015/charityfund-html/demo/index-boxed-mp-layout3.html	(from https://html.kodesolution.com/2015/charityfund-html/demo/index-mp-layout4.html)
02:17:12	112489/112489	---MCZ	200	added ('OK')	text/html	date:Tue,%2028%20Nov%202023%2009:31:57%20GMT	https://html.kodesolution.com/2015/charityfund-html/demo/index-boxed-mp-layout4.html	C:/Users/MR%20P/Downloads/char/html.kodesolution.com/2015/charityfund-html/demo/index-boxed-mp-layout4.html	(from https://html.kodesolution.com/2015/charityfund-html/demo/index-mp-layout4.html)
02:17:13	106801/106801	---MCZ	200	added ('OK')	text/html	date:Tue,%2028%20Nov%202023%2009:31:57%20GMT	https://html.kodesolution.com/2015/charityfund-html/demo/index-boxed-mp-layout5.html	C:/Users/MR%20P/Downloads/char/html.kodesolution.com/2015/charityfund-html/demo/index-boxed-mp-layout5.html	(from https://html.kodesolution.com/2015/charityfund-html/demo/index-mp-layout4.html)
02:17:14	111433/111433	---MCZ	200	added ('OK')	text/html	date:Tue,%2028%20Nov%202023%2009:31:57%20GMT	https://html.kodesolution.com/2015/charityfund-html/demo/index-boxed-mp-layout6.html	C:/Users/MR%20P/Downloads/char/html.kodesolution.com/2015/charityfund-html/demo/index-boxed-mp-layout6.html	(from https://html.kodesolution.com/2015/charityfund-html/demo/index-mp-layout4.html)
02:17:14	90778/90778	---MCZ	200	added ('OK')	text/html	date:Tue,%2028%20Nov%202023%2009:31:57%20GMT	https://html.kodesolution.com/2015/charityfund-html/demo/index-boxed-mp-layout7.html	C:/Users/MR%20P/Downloads/char/html.kodesolution.com/2015/charityfund-html/demo/index-boxed-mp-layout7.html	(from https://html.kodesolution.com/2015/charityfund-html/demo/index-mp-layout4.html)
02:17:15	117327/117327	---MCZ	200	added ('OK')	text/html	date:Tue,%2028%20Nov%202023%2009:31:57%20GMT	https://html.kodesolution.com/2015/charityfund-html/demo/index-boxed-mp-layout8.html	C:/Users/MR%20P/Downloads/char/html.kodesolution.com/2015/charityfund-html/demo/index-boxed-mp-layout8.html	(from https://html.kodesolution.com/2015/charityfund-html/demo/index-mp-layout4.html)
02:17:16	79915/79915	---MCZ	200	added ('OK')	text/html	date:Tue,%2028%20Nov%202023%2009:31:57%20GMT	https://html.kodesolution.com/2015/charityfund-html/demo/index-boxed-sp-layout1.html	C:/Users/MR%20P/Downloads/char/html.kodesolution.com/2015/charityfund-html/demo/index-boxed-sp-layout1.html	(from https://html.kodesolution.com/2015/charityfund-html/demo/index-mp-layout4.html)
02:17:16	85982/85982	---MCZ	200	added ('OK')	text/html	date:Tue,%2028%20Nov%202023%2009:31:57%20GMT	https://html.kodesolution.com/2015/charityfund-html/demo/index-boxed-sp-layout2.html	C:/Users/MR%20P/Downloads/char/html.kodesolution.com/2015/charityfund-html/demo/index-boxed-sp-layout2.html	(from https://html.kodesolution.com/2015/charityfund-html/demo/index-mp-layout4.html)
02:17:17	58921/58921	---MCZ	200	added ('OK')	text/html	date:Tue,%2028%20Nov%202023%2009:31:57%20GMT	https://html.kodesolution.com/2015/charityfund-html/demo/index-boxed-sp-layout3.html	C:/Users/MR%20P/Downloads/char/html.kodesolution.com/2015/charityfund-html/demo/index-boxed-sp-layout3.html	(from https://html.kodesolution.com/2015/charityfund-html/demo/index-mp-layout4.html)
02:17:17	68912/68912	---MCZ	200	added ('OK')	text/html	date:Tue,%2028%20Nov%202023%2009:31:57%20GMT	https://html.kodesolution.com/2015/charityfund-html/demo/index-boxed-sp-layout4.html	C:/Users/MR%20P/Downloads/char/html.kodesolution.com/2015/charityfund-html/demo/index-boxed-sp-layout4.html	(from https://html.kodesolution.com/2015/charityfund-html/demo/index-mp-layout4.html)
02:17:18	60686/60686	---MCZ	200	added ('OK')	text/html	date:Tue,%2028%20Nov%202023%2009:31:57%20GMT	https://html.kodesolution.com/2015/charityfund-html/demo/index-boxed-sp-layout5.html	C:/Users/MR%20P/Downloads/char/html.kodesolution.com/2015/charityfund-html/demo/index-boxed-sp-layout5.html	(from https://html.kodesolution.com/2015/charityfund-html/demo/index-mp-layout4.html)
02:17:19	67370/67370	---MCZ	200	added ('OK')	text/html	date:Tue,%2028%20Nov%202023%2009:31:57%20GMT	https://html.kodesolution.com/2015/charityfund-html/demo/index-boxed-sp-layout6.html	C:/Users/MR%20P/Downloads/char/html.kodesolution.com/2015/charityfund-html/demo/index-boxed-sp-layout6.html	(from https://html.kodesolution.com/2015/charityfund-html/demo/index-mp-layout4.html)
